practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,IRI_20,IRI_FL_20,space_20,participant,session,group,level,date,expName,frameRate,
,,1,,,Verdadero,Falso,f,A,congruent_right,Cuando era niña Inés saltaba la cuerda mucho ,0,0,0,0,j,0,211,Inés sabe saltar la cuerda.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,66,66,40,,,,,,,,,,,,,,,,,,0.6844858879921958,0.6739730950212106,0.6844858879921958,1.0357547500170767,1.0065237079979852,1.7202406380092725,0.516551045991946,0.4851336989668198,2.2367916840012185,0.3858775339904241,0.3720686199958436,2.6226692179916427,0.3677232369664125,0.3374253049842082,2.990392454958055,1.2367194429971278,1.2077612269786187,4.227111897955183,0.2843635770259425,0.25475426198681816,4.5114754749811254,0.3340247549931519,0.30106860504020005,4.845500229974277,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.44050306995632127,f,1,2.157600089965854,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Después de que limpiaron la casa brillaba por todas partes,1,1,1,0,f,1,2,Todavía tienen que limpiar la sala.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,67,67,1,,,,,,,,,,,,,,,,,,0.45018088701181114,0.4399309020373039,0.45018088701181114,0.41832895798143,0.3857849150081165,0.8685098449932411,0.3176971600041725,0.28546962002292275,1.1862070049974136,0.21585643501020968,0.18499813502421603,1.4020634400076233,0.6359257849981077,0.6020759980310686,2.037989225005731,0.3844233370036818,0.35517799301305786,2.422412562009413,0.4847983199870214,0.4552190719987266,2.907210881996434,0.7187787480070256,0.6863245529821143,3.6259896300034598,0.40058454195968807,0.36856845795409754,4.026574171963148,0.3340430980315432,0.3046975070028566,4.360617269994691,,,,,,,,,,,,,,,,,,,,f,1,0.6361946620163508,j,1,1.9769100149860606,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,312,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,68,68,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.5406954789650626,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_right,Elena colocó la tarea que la Sra. Sánchez le dejó encima de su mesa en su cuaderno sin mirar la nota,1,1,0,0,j,0,16,A Elena no le importó su nota.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,69,69,15,,,,,,,,,,,,,,,,,,0.5176620430429466,0.5021739919902757,0.5176620430429466,0.366176365991123,0.33681186800822616,0.8838384090340696,0.30163743399316445,0.27246681501856074,1.185475843027234,0.40105487999971956,0.37198607297614217,1.5865307230269536,0.6339089400134981,0.6040607719914988,2.2204396630404517,0.3523753900080919,0.3221949719591066,2.5728150530485436,0.317553044995293,0.27205533999949694,2.8903680980438367,0.33364106697263196,0.3049126150435768,3.2240091650164686,0.601195684983395,0.5716188100050204,3.8252048499998637,0.3677711100317538,0.3379190730047412,4.192975960031617,0.5191948979627341,0.4899733689962886,4.7121708579943515,0.3840369620011188,0.3560005400213413,5.09620781999547,0.46793361502932385,0.43551311700139195,5.564141435024794,,,,0.31781818298622966,0.28923651296645403,5.881959618011024,,,,,j,1,0.3730093149933964,f,1,1.624798090022523,,,,None,None,0.35064522200264037,0.3177920249872841,6.232604840013664,0.651843954983633,0.6233448880375363,6.884448794997297,0.3343725930317305,0.305847468029242,7.218821388029028,0.350792667013593,0.322706026956439,7.569614055042621,0.4681834249640815,0.4406392719829455,8.037797480006702,0.41732858499744907,0.38902353501180187,8.455126065004151,,,,0.3844549100031145,0.3558508079731837,8.839580975007266,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,307,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,70,70,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.520431472978089,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Mis amigas se reunieron en la escuela para ir a jugar fútbol,0,0,1,0,f,0,209,Jugaron béisbol mis amigas.  ,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,71,71,38,,,,,,,,,,,,,,,,,,0.58424404298421,0.5728563300217502,0.58424404298421,0.3342008020263165,0.3023075800156221,0.9184448450105265,0.36756529996637255,0.3350683770258911,1.286010144976899,0.33328473300207406,0.3040526899858378,1.619294877978973,0.3681300900061615,0.33872867200989276,1.9874249679851346,0.45122589502716437,0.42215792200295255,2.438650863012299,0.8852700819843449,0.855920676025562,3.323920944996644,0.5519256980041973,0.519756812020205,3.875846643000841,0.4339888399699703,0.40529333701124415,4.309835482970811,0.3515066269901581,0.3175313899992034,4.6613421099609695,0.4005340190487914,0.37021921400446445,5.061876129009761,0.3182094660005532,0.28862966503947973,5.380085595010314,,,,,,,,,,,,,,f,1,0.4536554879741743,j,1,1.59207408700604,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,306,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,72,72,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.6567490849993192,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,0,,,Verdadero,Falso,j,A,single_left,Los estudiantes hicieron el trabajo en equipo en la biblioteca,0,0,0,1,f,0,202,Los estudiantes hicieron la tarea en el café.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,73,73,31,,,,,,,,,,,,,,,,,,0.5663215509848669,0.5505962569732219,0.5663215509848669,0.4015727959922515,0.37163664505351335,0.9678943469771184,0.46862069302005693,0.43868671800009906,1.4365150399971753,0.5347312850062735,0.5066704369965009,1.9712463250034489,0.4005045599769801,0.37204084801487625,2.371750884980429,0.4685760569991544,0.4393256229814142,2.8403269419795834,0.41700402298010886,0.3888004830223508,3.257330964959692,0.3839119620388374,0.35464748297818005,3.6412429269985296,0.4016923879971728,0.37272835499607027,4.042935314995702,0.3843998849624768,0.3551570280105807,4.427335199958179,,,,,,,,,,,,,,,,,,,,f,1,0.3218106430140324,j,1,2.261449045035988,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,1,,,Verdadero,Falso,f,A,congruent_right,Cuando mi madre lavaba la ropa quedaba muy limpia,1,1,0,0,j,0,8,Mi madre me ayuda con el lavado de ropa.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,74,74,7,,,,,,,,,,,,,,,,,,0.8010311300167814,0.7900144170271233,0.8010311300167814,0.4516810600180179,0.4188962880289182,1.2527121900347993,0.36713599698850885,0.33423621201654896,1.6198481870233081,0.7513485449599102,0.7224788969615474,2.3711967319832183,0.4355027580168098,0.40576553996652365,2.806699490000028,0.651947160018608,0.6232284970465116,3.458646650018636,0.31725856999401003,0.2885511650238186,3.775905220012646,0.9026968969847076,0.874763275962323,4.678602116997354,0.35056387301301584,0.3213204269995913,5.02916599001037,,,,,,,,,,,,,,,,,,,,,,,j,1,0.4730309779988602,f,1,2.8613867969834246,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2,2,2018_Oct_02_1108,Dissertation,60.93996657689804,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,
